Banco,Dirección,Provincia,Localidad,Codigo Postal,Latitud,Longitud
BANCO DE LA PROVINCIA DE BUENOS AIRES,PILMAIQUEN 26 Y HIPOLITO IRIGOYEN,BUENOS AIRES,BAHÍA BLANCA,B8002BIB,-38.691483,-62.233496
BANCO INDUSTRIAL S.A.,SAN MARTIN 302,BUENOS AIRES,BAHÍA BLANCA,B8000FIH,38.719494,62.261542
BANCO INDUSTRIAL S.A.,SAN MARTIN 302,BUENOS AIRES,BAHÍA BLANCA,B8000FIH,38.719494,62.261542
BANCO CREDICOOP COOPERATIVO LIMITADO,SARMIENTO 2153,BUENOS AIRES,BAHÍA BLANCA,B8002AFR,-38.698372,-62.243775
BANCO CREDICOOP COOPERATIVO LIMITADO,SARMIENTO 2200 DPTO: 179,BUENOS AIRES,BAHÍA BLANCA,B8001FGX,-34.631391,-58.481253
BANCO CREDICOOP COOPERATIVO LIMITADO,SARMIENTO 2200 DPTO: 179,BUENOS AIRES,BAHÍA BLANCA,B8001FGX,-34.631391,-58.481253
BANCO DE LA PROVINCIA DE BUENOS AIRES,UNDEANO 19,BUENOS AIRES,BAHÍA BLANCA,B8000JLA,-38.723667,-62.260218
BANCO DE LA PROVINCIA DE BUENOS AIRES,UNDIANO 19,BUENOS AIRES,BAHÍA BLANCA,B8000JLA,-38.724053,-62.260718
BANCO INDUSTRIAL S.A.,AV KELLY 751,BUENOS AIRES,BALCARCE,B7620EFB,37.848731,58.258611
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. GONZALEZ CHAVES 501,BUENOS AIRES,BALCARCE,B7620EED,-37.840733,-58.256249
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. GONZALEZ CHAVES 501,BUENOS AIRES,BALCARCE,B7620EED,-37.845045,-58.253451
HSBC BANK ARGENTINA S.A.,AV. KELLY 670,BUENOS AIRES,BALCARCE,B7620EFN,-37.847646,-58.256814
BANCO INDUSTRIAL S.A.,AV. KELLY 751,BUENOS AIRES,BALCARCE,B7620EFB,37.848731,58.258611
BANCO DE LA NACION ARGENTINA,AV. SAN MARTIN 405,BUENOS AIRES,BALCARCE,B7620ADA,-37.840295,-582.481098
BANCO DE LA NACION ARGENTINA,CALLE 15 551,BUENOS AIRES,BALCARCE,B7620BDK,-37.844702,-582.55198
BANCO SANTANDER RIO S.A.,CALLE 16 550 PB DPTO: 1,BUENOS AIRES,BALCARCE,B7620BEL,37.844749,58.255437
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CALLE 18 - DARDO ROCHA 670,BUENOS AIRES,BALCARCE,B7620BHN,-37.848019,-58.255397
BANCO DE LA PROVINCIA DE BUENOS AIRES,CONRADO VILLEGAS 291,BUENOS AIRES,BANDERALO,B6244AGB,-35.016171,-63.37463
BANCO DE LA PROVINCIA DE BUENOS AIRES,ALBERTO LARROQUE 2360,BUENOS AIRES,BANDFIELD,B1828HQV,-34.741488,-58.427123
BANCO DE LA NACION ARGENTINA,ALSINA 638,BUENOS AIRES,BANDFIELD,B1828ABN,-34.743723,-583.93242
BANCO DE LA NACION ARGENTINA,ALSINA 638,BUENOS AIRES,BANDFIELD,B1828ABN,-34.74372,-583.93242
BANCO PIANO S.A.,AV HIPOLITO YRIGOYEN 7281,BUENOS AIRES,BANDFIELD,B1828HGX,34.663788,58.363945
BANCO PIANO S.A.,AV HIPOLITO YRIGOYEN 7281,BUENOS AIRES,BANDFIELD,B1828HGX,34.739809,58.398606
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ALSINA 653,BUENOS AIRES,BANDFIELD,B1828ABM,-34.743907,-58.393559
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 7520,BUENOS AIRES,BANDFIELD,B1828CGT,-34.743499,-58.399095
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 7839,BUENOS AIRES,BANDFIELD,B1828CGJ,-34.746997,-58.399742
BBVA BANCO FRANCES S.A.,AV. HIPOLITO YRIGOYEN 7853,BUENOS AIRES,BANDFIELD,B1828CGJ,-34.746826,-58.39975
BBVA BANCO FRANCES S.A.,AV. HIPOLITO YRIGOYEN 7853,BUENOS AIRES,BANDFIELD,B1828CGJ,-34.746826,-58.39975
BANCO ITAU ARGENTINA S.A.,AVENIDA HIPOLITO YRIGOYEN 7533 DPTO: OFICINA,BUENOS AIRES,BANDFIELD,B1828CGG,-34.743085,-58.399082
BANCO SANTANDER RIO S.A.,HIPOLITO YRIGOYEN 7991 PB DPTO: 1,BUENOS AIRES,BANDFIELD,B1828CGK,34.747443,58.399961
BANCO SANTANDER RIO S.A.,MAIPU 198 PB DPTO: 1,BUENOS AIRES,BANDFIELD,B1828IJD,34.743258,58.393228
BANCO COMAFI SOCIEDAD ANONIMA,MAIPU 302 PB DPTO: LOCAL,BUENOS AIRES,BANDFIELD,B1828IJH,-34.743456,-58.391667
BANCO DE LA NACION ARGENTINA,VIEYTES 1042,BUENOS AIRES,BANDFIELD,B1828HGV,-34.738531,-584.08953
BANCO DE LA PROVINCIA DE BUENOS AIRES,VIEYTES 370,BUENOS AIRES,BANDFIELD,B1828HGH,-34.739916,-58.399478
BANCO DE LA PROVINCIA DE BUENOS AIRES,LAPRIDA 1036,BUENOS AIRES,BARADERO,B2942DXL,-33.808544,-59.501115
BANCO DE LA NACION ARGENTINA,LDOR.GRAL.SAN MARTIN 1218,BUENOS AIRES,BARADERO,B2942DRZ,-33.80907,-595.0452
BANCO DE LA NACION ARGENTINA,LDOR.GRAL.SAN MARTIN 1218,BUENOS AIRES,BARADERO,B2942DRZ,-33.809072,-595.0452
BANCO SANTANDER RIO S.A.,SANTA MARIA DE ORO 525 PB DPTO: 1,BUENOS AIRES,BARADERO,B2942BKK,33.807387,59.502365
BANCO DE LA NACION ARGENTINA,CALLE 29 448,BUENOS AIRES,BARKER,B7005BZA,-37.67849,-593.95823
BANCO DE LA NACION ARGENTINA,CALLE 4 7,BUENOS AIRES,BARKER,B7005BZA,-37.678492,-593.95823
BANCO DE LA PROVINCIA DE BUENOS AIRES,ORDAZ 550,BUENOS AIRES,BARKER,B7033ALA,-37.638413,-59.390175
BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 47 608,BUENOS AIRES,BARRIO GAMBIER,B1900AJZ,-34.913266,-57.952273
BANCO PIANO S.A.,BELGRANO 3981,BUENOS AIRES,BARRIO PARQUE GENERAL SAN MARTÍN,B1650CCQ,34.575384,58.54091
BANCO PIANO S.A.,BELGRANO 3981,BUENOS AIRES,BARRIO PARQUE GENERAL SAN MARTÍN,B1650CCQ,34.57897,58.538807
BANCO PIANO S.A.,SAN LORENZO 2245,BUENOS AIRES,BARRIO PARQUE GENERAL SAN MARTÍN,B1650BQC,34.575384,58.54091
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CENTENARIO,BUENOS AIRES,BATAN,B7601AZA,-38.007188,-57.709366
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CENTENARIO  Y CALLE 132,BUENOS AIRES,BATAN,B7601AZA,-38.009289,-57.711022
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CENTENARIO  Y CALLE 132,BUENOS AIRES,BATAN,B7601AZA,-38.007157,-57.707635
BBVA BANCO FRANCES S.A.,CALLE 6 ESQ CALLE 3 1,BUENOS AIRES,BATAN,B7601ABC,-38.009079,-57.709862
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CENTENARIO 1940,BUENOS AIRES,BÉCCAR,B1643CGT,-34.460884,-58.527687
HSBC BANK ARGENTINA S.A.,AV. LIBERTADOR 18213,BUENOS AIRES,BÉCCAR,B1642CAO,-34.472957,-58.514045
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,FRENCH 2370 PB,BUENOS AIRES,BÉCCAR,B1643CAX,-34.458796,-58.533702
BANCO SANTANDER RIO S.A.,25 DE MAYO 1138 PB DPTO: 1,BUENOS AIRES,BELÉN DE ESCOBAR,B1625DYY,34.353584,58.795166
BANCO SUPERVIELLE S.A.,25 DE MAYO 1469,BUENOS AIRES,BELÉN DE ESCOBAR,B1625DZB,-34.3593,-58.801
BANCO DE LA NACION ARGENTINA,AV. EUGENIA TAPIA DE LA CRUZ 28,BUENOS AIRES,BELÉN DE ESCOBAR,B1625ANN,-34.347271,-587.95328
BANCO DE LA NACION ARGENTINA,AV. EUGENIA TAPIA DE LA CRUZ 28,BUENOS AIRES,BELÉN DE ESCOBAR,B1625ANN,-34.324441,-588.16338
BBVA BANCO FRANCES S.A.,AV. MITRE 640,BUENOS AIRES,BELÉN DE ESCOBAR,B1625GDF,-34.347275,-58.795383
BBVA BANCO FRANCES S.A.,AV. MITRE 640,BUENOS AIRES,BELÉN DE ESCOBAR,B1625GDF,-34.347275,-58.795383
BBVA BANCO FRANCES S.A.,AV. SAN MARTIN (S/ AV. KENNEDY) S/N° 1,BUENOS AIRES,BELÉN DE ESCOBAR,B1625GDF,-34.347275,-58.795383
BANCO COLUMBIA S.A.,AVENIDA EUGENIA TAPIA DE CRUZ 240,BUENOS AIRES,BELÉN DE ESCOBAR,B1625AAB,-34.34381,-58.791132
BANCO DE LA NACION ARGENTINA,BARTOLOME MITRE 638,BUENOS AIRES,BELÉN DE ESCOBAR,B1625GDF,-34.34727,-587.95328
BANCO DE LA NACION ARGENTINA,BARTOLOME MITRE 638,BUENOS AIRES,BELÉN DE ESCOBAR,B1625GDF,-34.347271,-587.95328
HSBC BANK ARGENTINA S.A.,COL.ESTE PANAMERICANA RUTA 9 49,BUENOS AIRES,BELÉN DE ESCOBAR,B1625XAF,-34.343571,-58.587962
BANCO DE LA PROVINCIA DE BUENOS AIRES,EUGENIA TAPIA DE CRUZ 510,BUENOS AIRES,BELÉN DE ESCOBAR,B1625AAS,-34.346232,-58.793512
BANCO SANTANDER RIO S.A.,J P ASBORNO 650 PB DPTO: 1,BUENOS AIRES,BELÉN DE ESCOBAR,B1625FZN,34.346525,58.794793
BANCO PATAGONIA S.A.,MITRE 643,BUENOS AIRES,BELÉN DE ESCOBAR,B1625XAF,-34.347225,-58.795394
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,RUTA 9 KM 61 61,BUENOS AIRES,BELÉN DE ESCOBAR,B1625AAA,-34.247,-58.899078
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,TAPIA DE CRUZ 602,BUENOS AIRES,BELÉN DE ESCOBAR,B1625AAT,-34.346949,-58.79421
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHUBUT 1136,BUENOS AIRES,BELLA VISTA,B1661BFX,-34.563467,-58.67861
HSBC BANK ARGENTINA S.A.,JUJUY 1197,BUENOS AIRES,BELLA VISTA,B1663GHB,-34.456771,-58.672732
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,OHIGGINS 1280,BUENOS AIRES,BELLA VISTA,B1661BFX,-34.571055,-58.683654
BANCO DE LA NACION ARGENTINA,SENADOR MORON,BUENOS AIRES,BELLA VISTA,B1661IOO,-34.56312,-586.82034
BANCO DE LA NACION ARGENTINA,SENADOR MORON,BUENOS AIRES,BELLA VISTA,B1661IOO,-34.563121,-586.82034
BANCO DE LA PROVINCIA DE BUENOS AIRES,SENADOR MORON 1276,BUENOS AIRES,BELLA VISTA,B1661ION,-34.563468,-58.682557
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,SENADOR MORON 2375,BUENOS AIRES,BELLA VISTA,B1661IPJ,-34.572663,-58.692045
BANCO SANTANDER RIO S.A.,SENADOR MORON 878 PB DPTO: 1,BUENOS AIRES,BELLA VISTA,B1661INV,34.559878,58.678773
BANCO DE LA NACION ARGENTINA,SENADOR MORON 980,BUENOS AIRES,BELLA VISTA,B1661INW,-34.563121,-586.82034
BANCO DE LA NACION ARGENTINA,TENIENTE GRAL RICCHIERI,BUENOS AIRES,BELLA VISTA,B1661GXC,-32.54698,-586.77574
BANCO DE LA NACION ARGENTINA,TENIENTE GRAL RICCHIERI,BUENOS AIRES,BELLA VISTA,B1661GXC,-32.546983,-586.77574
BANCO SUPERVIELLE S.A.,AV ALVEAR 2520,BUENOS AIRES,BENAVÍDEZ,B1621EXZ,-34.4128,-58.6909
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV JUAN DOMINGO PERON 7245,BUENOS AIRES,BENAVÍDEZ,B1621BFL,34.411992,-58.710878
BANCO SUPERVIELLE S.A.,AV. ALVEAR 2520,BUENOS AIRES,BENAVÍDEZ,B1621EXZ,-34.4128,-58.6909
BANCO SANTANDER RIO S.A.,AVENIDA DE LOS CONSTITUYENTES 6695 PB DPTO: 1,BUENOS AIRES,BENAVÍDEZ,B1913XAA,34.414401,58.700883
BANCO SANTANDER RIO S.A.,ALSINA 62/64 PB DPTO: 1,BUENOS AIRES,BENITO JUAREZ (EST. JUAREZ),B7020DUB,37.674274,59.803541
BANCO DE LA PROVINCIA DE BUENOS AIRES,ALSINA 77,BUENOS AIRES,BENITO JUAREZ (EST. JUAREZ),B7020DUA,-37.674743,-59.803381
BANCO DE LA NACION ARGENTINA,AV. SANTANA E. ZABALZA 1,BUENOS AIRES,BENITO JUAREZ (EST. JUAREZ),B7020CVA,-37.674191,-598.0603
BBVA BANCO FRANCES S.A.,RUTA PROVINCIAL 80 KM 404,BUENOS AIRES,BENITO JUAREZ (EST. JUAREZ),B7000GHO,-37.967768,-57.562505
BANCO SUPERVIELLE S.A.,148 1202,BUENOS AIRES,BERAZATEGUI,B1880DRZ,-34.7595,-58.2107
BANCO SANTANDER RIO S.A.,AV RIGOLLEAU 4399 PB DPTO: 1,BUENOS AIRES,BERAZATEGUI,B1884CUE,34.764096,58.21353
BANCO SANTANDER RIO S.A.,AV RIGOLLEAU 4399 PB DPTO: 1,BUENOS AIRES,BERAZATEGUI,B1884CUE,34.764096,58.213531
BANCO MACRO S.A.,AV. 14  PTE. JUAN D. PERON 5164 PB,BUENOS AIRES,BERAZATEGUI,B1884FVR,-34.759836,-58.205707
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. 14 - J. D. PERON 5169,BUENOS AIRES,BERAZATEGUI,B1880DFF,-34.759904,-58.205567
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 55 5496,BUENOS AIRES,BERAZATEGUI,B1885CPC,-34.794311,-58.167204
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. JUAN DOMINGO PERON 4884,BUENOS AIRES,BERAZATEGUI,B1880BFP,-34.761254,-58.208193
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. JUAN DOMINGO PERON 4884,BUENOS AIRES,BERAZATEGUI,B1880BFP,-34.761254,-58.208193
BANCO PATAGONIA S.A.,AV. MITRE 1339,BUENOS AIRES,BERAZATEGUI,B1880EFA,-34.758949,-58.205529
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. NICOLAS MILAZZO 3251,BUENOS AIRES,BERAZATEGUI,B1886BSB,-34.789067,-58.186293
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PRESIDENTE PERON 4928,BUENOS AIRES,BERAZATEGUI,B1880BFQ,-34.761001,-58.207729
BBVA BANCO FRANCES S.A.,AV. PTE. PERON 4764,BUENOS AIRES,BERAZATEGUI,B1880BFO,-34.76199,-58.209534
BBVA BANCO FRANCES S.A.,AV. PTE. PERON 4764,BUENOS AIRES,BERAZATEGUI,B1880BFO,-34.76199,-58.209534
BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA 14  Y 132,BUENOS AIRES,BERAZATEGUI,B1884CRO,-34.786154,-58.255031
BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA 14  Y MITRE,BUENOS AIRES,BERAZATEGUI,B1884CRO,-34.759499,-58.20488
BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA 14 469,BUENOS AIRES,BERAZATEGUI,B1884CRE,-34.785324,-58.253427
BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 135,BUENOS AIRES,BERAZATEGUI,B1884LCG,-34.783423,-58.211802
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CALLE 137 2997 Y CALLE 30,BUENOS AIRES,BERAZATEGUI,B1884LFK,-34.782663,-58.20952
BANCO DE LA NACION ARGENTINA,CALLE 138 1498,BUENOS AIRES,BERAZATEGUI,B1884LHD,-34.767687,-582.18784
BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 14  Y CALLE 131A,BUENOS AIRES,BERAZATEGUI,B1884CRO,-34.771134,-58.229045
BANCO DE LA NACION ARGENTINA,CALLE 14 4465,BUENOS AIRES,BERAZATEGUI,B1880LMD,-34.763771,-582.12909
BANCO DE LA NACION ARGENTINA,CALLE 14 4465,BUENOS AIRES,BERAZATEGUI,B1880LMD,-34.76377,-582.12909
COMPAÑIA FINANCIERA ARGENTINA S.A.,CALLE 14 5165,BUENOS AIRES,BERAZATEGUI,B1880BDH,-34.760083,-58.208883
COMPAÑIA FINANCIERA ARGENTINA S.A.,CALLE 14 5183,BUENOS AIRES,BERAZATEGUI,B1880BDH,-34.760083,-58.208883
BANCO ITAU ARGENTINA S.A.,CALLE 144 512 DPTO: OFICINA,BUENOS AIRES,BERAZATEGUI,B1880DML,-34.755506,-58.220072
BANCO SUPERVIELLE S.A.,CALLE 148 1202,BUENOS AIRES,BERAZATEGUI,B1880DRZ,-58.2107,-34.7595
BANCO SUPERVIELLE S.A.,CALLE 148 1202,BUENOS AIRES,BERAZATEGUI,B1880DRZ,-34.7595,-58.2107
BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 52 3151,BUENOS AIRES,BERAZATEGUI,B1885CRM,-34.807235,-58.186631
BANCO SUPERVIELLE S.A.,MITRE 676,BUENOS AIRES,BERAZATEGUI,B1880EET,-34.7536,-58.2132
BANCO COMAFI SOCIEDAD ANONIMA,PTE. JUAN D. PERON 4975 PB DPTO: LOCAL,BUENOS AIRES,BERAZATEGUI,B1880BFP,34.761543,58.206079
BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 5 4453,BUENOS AIRES,BERISSO,B1924ABQ,-34.86683,-57.888369
BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 6 (HAMBURGO),BUENOS AIRES,BERISSO,B1923AJF,-34.867231,-57.888768
BANCO CREDICOOP COOPERATIVO LIMITADO,MONTEVIDEO 1449,BUENOS AIRES,BERISSO,B1923HNB,-34.871857,-57.876284
BANCO CREDICOOP COOPERATIVO LIMITADO,MONTEVIDEO 1449,BUENOS AIRES,BERISSO,B1923HNB,-34.871857,-57.876284
BANCO DE LA PROVINCIA DE BUENOS AIRES,MONTEVIDEO 202 Y CALLE 4,BUENOS AIRES,BERISSO,B1923HMO,-34.865948,-57.889072
BANCO DE LA PROVINCIA DE BUENOS AIRES,MONTEVIDEO 501,BUENOS AIRES,BERISSO,B1923HME,-34.867159,-57.886488
BBVA BANCO FRANCES S.A.,MONTEVIDEO 601,BUENOS AIRES,BERISSO,B1923HMF,-34.867462,-57.885807
COMPAÑIA FINANCIERA ARGENTINA S.A.,MONTEVIDEO 765,BUENOS AIRES,BERISSO,B1923HMG,-34.868205,-57.884311
BANCO SANTANDER RIO S.A.,AV SAN MARTIN 474 PB DPTO: 1,BUENOS AIRES,BERNAL,B1876AAR,34.709168,58.282072
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. BELGRANO 382,BUENOS AIRES,BERNAL,B1876AFH,-34.711705,-58.281908
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CASEROS 269,BUENOS AIRES,BERNAL,B1876DOA,-34.706386,-58.27008
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. DARDO ROCHA 251,BUENOS AIRES,BERNAL,B1876AUE,-34.718987,-58.291181
BBVA BANCO FRANCES S.A.,AV. SAN MARTIN 376,BUENOS AIRES,BERNAL,B1876AAQ,-34.710471,-58.28059
BANCO DE LA NACION ARGENTINA,AV. SAN MARTIN 464,BUENOS AIRES,BERNAL,B1876AAR,-34.709257,-582.81835
BANCO PIANO S.A.,BELGRANO 315,BUENOS AIRES,BERNAL,B1876AFG,34.712333,58.280498
BANCO DE LA PROVINCIA DE BUENOS AIRES,BELGRANO 347,BUENOS AIRES,BERNAL,B1876AFG,-34.711908,-58.280853
BANCO COMAFI SOCIEDAD ANONIMA,BELGRANO 364 PB DPTO: LOCAL,BUENOS AIRES,BERNAL,B1876AFH,34.711882,58.281461
BANCO ITAU ARGENTINA S.A.,AVENIDA SAN MARTIN 326/330 DPTO: OFICINA,BUENOS AIRES,BERNAL OESTE,B1876AAQ,-34.710115,-58.278158
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CAMINO GRAL. BELGRANO 10500 PB,BUENOS AIRES,BERNAL OESTE,B1883DNH,-34.727109,-58.333382
BANCO COLUMBIA S.A.,RIVADAVIA 2950,BUENOS AIRES,BLANCAGRANDE,B7400CUN,-36.89277,-60.321268
BANCO DE LA PROVINCIA DE BUENOS AIRES,SARMIENTO,BUENOS AIRES,BLAQUIER,B6065AYD,-34.635402,-62.477661
BANCO SANTANDER RIO S.A.,AV ROLON 117/19/21 PB DPTO: 1,BUENOS AIRES,BOULOGNE SUR MER,B1609HTB,34.494726,58.551751
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SUCRE 1926,BUENOS AIRES,BOULOGNE SUR MER,B1643AQN,-34.480983,-58.555347
BANCO SANTANDER RIO S.A.,AV URUGUAY 7286 PB DPTO: 1,BUENOS AIRES,BOULOGNE SUR MER,B1609EIU,34.581382,58.603274
BBVA BANCO FRANCES S.A.,AV.  ROLON 299,BUENOS AIRES,BOULOGNE SUR MER,B1609HTC,-34.495731,-58.552982
BANCO DE LA NACION ARGENTINA,AV. A. SAENZ 2099,BUENOS AIRES,BOULOGNE SUR MER,B1609KFA,-34.5096,-585.66665
BANCO DE LA NACION ARGENTINA,AV. A. SAENZ 2099,BUENOS AIRES,BOULOGNE SUR MER,B1609KFA,-34.509597,-585.66665
HSBC BANK ARGENTINA S.A.,AV. AVELINO ROLON 180,BUENOS AIRES,BOULOGNE SUR MER,B1609HTO,-34.480179,-58.528521
BANCO PATAGONIA S.A.,AV. AVELINO ROLON 233,BUENOS AIRES,BOULOGNE SUR MER,B1609HTC,-34.495383,-58.552564
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. ROLON 1240,BUENOS AIRES,BOULOGNE SUR MER,B1609HTM,-34.508304,-58.565583
BBVA BANCO FRANCES S.A.,AV. ROLON 299,BUENOS AIRES,BOULOGNE SUR MER,B1609HTC,-34.495731,-58.552982
BANCO SUPERVIELLE S.A.,AV. SAENZ 2202,BUENOS AIRES,BOULOGNE SUR MER,B1609HWD,-34.5103,-58.5675
BANCO SUPERVIELLE S.A.,AV. SAENZ 2202,BUENOS AIRES,BOULOGNE SUR MER,B1609HWD,-34.5103,-58.5675
BANCO DE LA NACION ARGENTINA,BERNARDO DE IRIGOYEN 2647,BUENOS AIRES,BOULOGNE SUR MER,B1609BGW,-34.491188,-585.88475
HSBC BANK ARGENTINA S.A.,BERNARDO DE IRIGOYEN 2647,BUENOS AIRES,BOULOGNE SUR MER,B1609BGW,-34.491198,-58.588487
BANCO DE LA PROVINCIA DE BUENOS AIRES,BULNES 21,BUENOS AIRES,BOULOGNE SUR MER,B1609AWA,-34.511757,-58.567185
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,URUGUAY 4691 Y BLANCO ENCALADA,BUENOS AIRES,BOULOGNE SUR MER,B2805XAL,-34.473024,-58.574494
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. PELLEGRINI 1302,BUENOS AIRES,BRAGADO,B6640CCB,-35.116184,-60.48951
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PELLEGRINI 1399,BUENOS AIRES,BRAGADO,B6640CCA,-35.116693,-60.488576
BANCO DE LA NACION ARGENTINA,AV. PELLEGRINI 1474,BUENOS AIRES,BRAGADO,B6640CCD,-35.11678,-604.87403
BANCO DE LA NACION ARGENTINA,AV. PELLEGRINI 1474,BUENOS AIRES,BRAGADO,B6640CCD,-35.116782,-604.87403
COMPAÑIA FINANCIERA ARGENTINA S.A.,CARLOS PELLEGRINI 1412/20,BUENOS AIRES,BRAGADO,B6640CCD,-35.11653,-60.488194
BANCO DE LA PAMPA SOCIEDAD DE ECONOMÍA M,LAVALLE 59,BUENOS AIRES,BRAGADO,B6640GCA,-35.11736,-60.48719
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,RIVADAVIA 1524,BUENOS AIRES,BRAGADO,B6640BZF,-35.117942,-60.487258
BANCO SANTANDER RIO S.A.,RIVADAVIA 1733 PB DPTO: 1,BUENOS AIRES,BRAGADO,B6640BZI,35.118705,60.484659
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. MONTEVERDE 1327,BUENOS AIRES,BURZACO,B1846ESA,-34.813357,-58.380167
BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA MONTEVERDE 3915,BUENOS AIRES,BURZACO,B1852KRB,-34.834641,-58.40786
BANCO DE LA PROVINCIA DE BUENOS AIRES,GENERAL ROCA 1161,BUENOS AIRES,BURZACO,B1852FCW,-34.822324,-58.392148
BANCO DE LA PROVINCIA DE BUENOS AIRES,GENERAL ROCA 1161,BUENOS AIRES,BURZACO,B1852FCW,-34.821899,-58.392309
BANCO DE LA NACION ARGENTINA,GENERAL ROCA 869,BUENOS AIRES,BURZACO,B1852ELX,-34.825531,-583.91934
BANCO DE LA NACION ARGENTINA,GENERAL ROCA 869,BUENOS AIRES,BURZACO,B1852ELX,-34.82553,-583.91934
BANCO DE LA NACION ARGENTINA,HIPOLITO YRIGOYEN 14820,BUENOS AIRES,BURZACO,B1852ELX,-34.826117,-583.97677
BANCO DE LA NACION ARGENTINA,HIPOLITO YRIGOYEN 14820,BUENOS AIRES,BURZACO,B1852ELX,-34.82656,-583.97659
BANCO DE LA PROVINCIA DE BUENOS AIRES,HIPOLITO YRIGOYEN 16101,BUENOS AIRES,BURZACO,B1852EMW,-34.841241,-58.402771
BBVA BANCO FRANCES S.A.,LUIS M. DRAGO 1164,BUENOS AIRES,BURZACO,B1852FCU,-34.831494,-58.42156
BANCO SANTANDER RIO S.A.,LUIS MARIA DRAGO 1951 PB DPTO: 1,BUENOS AIRES,BURZACO,B1852EMM,34.840626,58.414982
BANCO SANTANDER RIO S.A.,LUIS MARIA DRAGO 1951 PB DPTO: 1,BUENOS AIRES,BURZACO,B1852LHA,34.828623,58.393334
BBVA BANCO FRANCES S.A.,LUIS MARIA DRAGO 2550,BUENOS AIRES,BURZACO,B1852LHD,-34.849174,-58.41091
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,MONTEVERDE 3793,BUENOS AIRES,BURZACO,B1852CTB,-34.833843,-58.412469
BBVA BANCO FRANCES S.A.,ROCA 1097,BUENOS AIRES,BURZACO,B1852FCU,-34.821983,-58.392277
BBVA BANCO FRANCES S.A.,ROCA 1097,BUENOS AIRES,BURZACO,B1852FCU,-34.821983,-58.392277
BANCO DE LA PROVINCIA DE BUENOS AIRES,LA PLATA  Y PRINGLES,BUENOS AIRES,CABILDO,B8118AWD,-38.484923,-61.892854
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. SAN MARTIN 1640,BUENOS AIRES,CACHARI,B7214COQ,-36.377508,-59.505745
BANCO SANTANDER RIO S.A.,AV INGENIERO A ROCA 71 PB DPTO: 1,BUENOS AIRES,CAMPANA,B2804FYA,34.157996,58.958637
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV INGENIERO A ROCCA 121/23,BUENOS AIRES,CAMPANA,B2804FYB,-34.63032,-58.475406
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. AGUSTIN ROCA 281,BUENOS AIRES,CAMPANA,B2804CWF,-34.161911,-58.959159
